%	percent
多点触控	multi-touch
多党	multiparty
夜	night
夜来香	tuberose
夜光	luminous
夜半	midnight
夜叉	yaksha
夜幕降临	nightfall
夜店	nightclub
夜晚	night
夜景	nightscape
夜曲	nocturne
夜枭	owl
夜盲症	nyctalopia
夜总会	nightclub
夜总会	nightspot
夜行	nocturnal
夜行性	nocturnal
夜里	nighttime
夜猫子	owl
夜间	nighttime
夜莺	nightingale
夜鹰	nightjar
够	enough
够	enough
够	really
够味	excellent
够呛	unbearable
够呛	terrible
够呛	enough
够呛	unlikely
够意思	wonderful
够意思	great
够意思	delightful
够意思	generous
够格	qualified
够格	apt
够格	presentable
梦	dream
梦呓	nonsense
梦境	dreamland
梦幻	dream
梦幻	illusion
梦幻	reverie
梦幻泡影	illusion
梦想	dream
梦想家	dreamer
梦想家	visionary
梦景	dreamscape
梦行症	somnambulism
梦话	delusions
梦游症	somnambulism
梦乡	slumberland
梦魇	nightmare
伙	companion
伙	partner
伙	group
伙	together
夥	many
夥	numerous
夥颐	wow!
大	big
大	huge
大	large
大	major
大	great
大	wide
大	deep
大	older
大	oldest
大	eldest
大	greatly
大	father
大一统	unification
大丈夫能屈能伸	flexible
大不了	serious
大不了	alarming
大主教	archbishop
大主教	primate
大主教	metropolitan
大亨	superstar
大亨	VIP
大人	adult
大人	grownup
大件	large
大件	bulky
大伙	everybody
大伙	everyone
大伯	brother-in-law
大佬	godfather
大使	ambassador
大使	envoy
大使级	ambassadorial
大使馆	embassy
大便	excrement
大便	feces
大便干燥	constipated
大便秘结	constipation
大系	compendium
大侠	knight
大侠	swordsman
大修	overhaul
大修道院	abbey
大修道院长	abbot
大伟	David
大元帅	generalissimo
大全	all-inclusive
大全	complete
大公司	corporation
大公无私	selfless
大公无私	impartial
大典	ceremony
大凡	generally
大刀	broadsword
大刀	machete
大分子	macromolecule
大利拉	Delilah
大剌剌	pompous
大剌剌	casual
大剪刀	shears
大剪刀	secateurs
大副	substantially
大力	energetically
大力	vigorously
大力士	Hercules
大力水手	Popeye
大力神	Titan
大胜	triumph
大半	most
大半	probably
大卡	kilocalorie
大印	stamp
大叔	uncle
大口	gulping
大口	gobbling
大口	gaping
大可不必	unnecessary
大吃一惊	gobsmacked
大合唱	cantata
大合唱	chorus
大名鼎鼎	renowned
大名鼎鼎	famous
大吞噬细胞	macrophage
大吹大擂	ostentation
大哥	boss
大喜	exultation
大嘴鸟	toucan
大地	earth
大地水准面	geoid
大地洞	cavern
大地测量学	geodesy
大型	large
大型	large-scale
大城市	metropolis
大堂	lobby
大块头	lunkhead
大块头	lummox
大块头	lug
大冢	Ōtsuka
大墓地	necropolis
大坏蛋	scoundrel
大坏蛋	bastard
大坝	dam
大多	many
大多	most
大多	mostly
大多数	majority
大大	greatly
大大	enormously
大大	dad
大大	uncle
大大咧咧	carefree
大大咧咧	offhand
大大咧咧	casual
大大方方	confident
大大方方	calm
大大方方	natural
大大方方	poised
大夫	doctor
大夫	physician
大姑	sister-in-law
大姨	sister-in-law
大姨妈	menstruation
大姨妈	period
大姨子	sister-in-law
大娘	aunt
大媒	matchmaker
大妈	aunt
大嫂	sister-in-law
大学	university
大学	college
大宇	Daewoo
大宗	staple
大客车	coach
大家	everyone
大富大贵	millionaire
大富翁	Monopoly
大寨	Dazhai
大宝	Taiho
大寺院	abbey
大将军	generalissimo
大尉	captain
大小	dimension
大小	magnitude
大小	size
大小	measurement
大屠杀	massacre
大屠杀	Holocaust
大屠杀事件	massacre
大屠杀事件	Holocaust
大师	master
大幅	substantially
大幅度	substantial
大度	magnanimous
大度	generous
大厅	hall
大厅	lounge
大心	considerate
大心	thoughtful
大怒	angry
大怒	indignant
大恭	excrement
大恭	feces
大意	careless
大愚	idiot
大憝	archenemy
大戟科	Euphorbiaceae
大战	war
大手大脚	wasteful
大拇哥	thumb
大拇指	thumb
大括号	braces
大拿	boss
大拿	authority
大拿	expert
大提琴	cello
大提琴	violoncello
大提琴手	cellist
大摇大摆	swaggering
大教堂	cathedral
大文蛤	geoduck
大方	expert
大方	scholar
大方	generous
大方	magnanimous
大方	stylish
大方	easy-mannered
大族	clan
大旗	banner
大会	convention
大会报告起草人	rapporteur
大月支	Tokhara
大月支	Tokharians
大月氏	Tokhara
大月氏	Tokharians
大有	abundance
大本营	headquarters
大桶	barrel
大桶	vat
大条	serious
大条	grave
大概	roughly
大概	probably
大概	rough
大概	approximate
大概	about
大楼	building
大模大样	boldly
大模大样	ostentatiously
大模大样	poised
大模大样	self-assured
大样	arrogant
大树菠萝	jackfruit
大权	power
大权	authority
大比目鱼	halibut
大氅	overcoat
大氅	cloak
大氅	cape
大气	atmosphere
大气	imposing
大气	impressive
大气	stylish
大气候	atmosphere
大气圈	atmosphere
大气层	atmosphere
大水	flood
大油	lard
大洋	oceans
大洋洲	Oceania
大洲	continent
大流行	pandemic
大浪	billow
大浪	surge
大海	sea
大海	ocean
大浅盘	platter
大漠	desert
大火	conflagration
大灾	calamity
大灾	catastrophe
大为	very
大为	greatly
大烟	opium
大灯	headlight
大爷	uncle
大牌	self-important
大牢	prison
大猩猩	gorilla
大狱	jail
大狱	prison
大奖	prize
大奖	award
大王	king
大王	magnate
大王	magnate
大班	tai-pan
大理岩	marble
大理石	marble
大理花	dahlia
大略	roughly
大盘子	platter
大众	Volkswagen
大众	popular
大众化	mass-oriented
大众化	popularized
大众汽车	Volkswagen
大众部	Mahasanghika
大炮	cannon
大炮	artillery
大神	deity
大神	guru
大神	expert
大神	whiz
大祸	disaster
大祸	calamity
大笨象	elephant
大管	bassoon
大范围	large-scale
大篷车	schooner
大米	rice
大约	approximately
大约	probably
大红	crimson
大红大绿	bright-colored
大红大绿	garish
大红鼻子	rhinophyma
大纲	synopsis
大纲	outline
大纲	program
大总统	president
大义	righteousness
大老粗	rustic
大而化之	careless
大而化之	sloppy
大耳窿	usurer
大圣	mahatma
大圣	king
大圣	emperor
大圣	Buddha
大声	loudly
大肆	wantonly
大肆	unbridled
大肉	pork
大肚子	pregnant
大肚子	potbelly
大能	almighty
大腕	star
大腕	celebrity
大腕	authority
大脑	brain
大脑	cerebrum
大脚	Bigfoot
大腹便便	big-bellied
大腹便便	paunchy
大腿	thigh
大胆	brazen
大胆	audacious
大胆	outrageous
大胆	bold
大胆	daring
大胆	fearless
大臣	chancellor
大自然	nature
大致	roughly
大致	approximately
大舌头	lisp
大茴香子	aniseed
大草原	prairie
大草原	savanna
大菱鲆	turbot
大蒜	garlic
大葱	leek
大号	tuba
大号	name
大虾	prawn
大虾	expert
大虾	whiz
大虫	tiger
大行其道	rampant
大街	street
大卫	David
大衣	overcoat
大衣	topcoat
大衣	cloak
大补帖	tonic
大西	Ōnishi
大西国	Atlantis
大要	abstract
大要	gist
大规模	extensive
大角星	Arcturus
大豆	soybean
大象	elephant
大卖场	hypermarket
大赦	amnesty
大起大落	volatile
大路	avenue
大军	army
大农场	ranch
大逆不道	disgraceful
大道	avenue
大道理	sermon
大都	metropolitan
大都市	metropolis
大都市	megacity
大都会	metropolitan
大野	Ōno
大量	bulk
大量	numerous
大量	generous
大量	magnanimous
大釜	cauldron
大锤	sledgehammer
大错	blunder
大锅	cauldron
大镰刀	scythe
大门	entrance
大门	door
大门	gate
大限	maximum
大院	courtyard
大院	compound
大陆	continent
大陆	mainland
大陆性	continental
大队	group
大只	big
大杂烩	mix-up
大杂烩	mish-mash
大杂烩	potpourri
大头钉	tack
大头钉	thumbtack
大风	gale
大餐	banquet
大马	Malaysia
大马士革李	damson
大驾	emperor
大驾	you
大体	basically
大体	remains
大体上	overall
大鹏鸟	roc
大鹿	moose
大丽花	dahlia
大麦	barley
大麦町	Dalmatian
大麻	hemp
大麻	cannabis
大麻	marijuana
大黄	rhubarb
大黄蜂	bumblebee
大鼠	rat
大斋期	Lent
大龄	older
天	day
天	sky
天	heaven
天上	celestial
天上	heavenly
天下	realm
天下	rule
天不怕地不怕	fearless
天主	God
天主教	Catholicism
天主教徒	Catholic
天井	courtyard
天井	patio
天井	veranda
天井	atrium
天亮	dawn
天亮	daybreak
天仙	immortal
天仙	deity
天仙	fairy
天仙	Goddess
天使	angel
天使报喜节	Annunciation
天候	weather
天兔座	Lepus
天公	heaven
天兵	bungler
天兵	screw-up
天分	talent
天呀	Heavens!
天命	destiny
天命	fate
天地	world
天地	scope
天地会	Tiandihui
天堂	paradise
天堂	heaven
天坛座	Ara
天大	gargantuan
天大	enormous
天妇罗	tempura
天平	scales
天平动	libration
天底	nadir
天庭	heaven
天性	nature
天意	providence
天才	talent
天才	gift
天才	genius
天才	talented
天才	gifted
天敌	predator
天文	astronomy
天文台	observatory
天文单位	AU
天文学	astronomy
天文学家	astronomer
天文馆	planetarium
天方	Arabia
天方	Arabian
天旱	drought
天明	dawn
天明	daybreak
天时	destiny
天棚	ceiling
天棚	awning
天次	days
天次	occasions
天杀的	Goddam!
天杀的	goddamn
天杀的	wretched
天气	weather
天沟	gutter
天演	evolution
天然	natural
天燕座	Apus
天炉座	Fornax
天王	emperor
天王	god
天王星	Uranus
天理教	Tenrikyo
天琴座	Lyra
天生	nature
天生	disposition
天生	innate
天生	natural
天界	heaven
天癸	menstruation
天癸	period
天皇	emperor
天疱疮	pemphigus
天真	naive
天真	innocent
天真	artless
天神	god
天神	deity
天秤座	Libra
天空	sky
天窗	hatchway
天窗	skylight
天竺牡丹	dahlia
天竺葵	geranium
天竺鼠	cavy
天箭座	Sagitta
天篷	canopy
天线	antenna
天线	mast
天线宝宝	Teletubbies
天罗地网	trap
天罗地网	dragnet
天老儿	albino
天职	vocation
天职	duty
天舟座	Argo
天良	conscience
天色	weather
天花	smallpox
天花	ceiling
天花	snow
天花乱坠	hype
天花板	ceiling
天蓝色	azure
天蟹座	Cancer
天蝎	Scorpio
天猫座	Lynx
天资	gift
天资	flair
天资	dowry
天赋	gift
天造地设	ideal
天造地设	perfect
天道	weather
天边	horizon
天长地久	eternal
天门冬	asparagus
天际	horizon
天电	atmospherics
天电	static
天顶	zenith
天体主义	nudism
天体演化学	cosmogony
天体物理	astrophysics
天体物理学	astrophysics
天体物理学家	astrophysicist
天魔	demonic
天魔	devil
天鸽座	Columba
天鹅	swan
天鹅座	Cygnus
天鹅绒	velvet
天鹤座	Grus
天鹰座	Aquila
天黑	dusk
天龙座	Draco
太	highest
太	greatest
太	too
太	very
太	extremely
太公	great-grandfather
太公	grandfather
太公	father
太半	most
太半	mostly
太古	immemorial
太古代	Archaeozoic
太古宙	Archaean
太太	Mrs.
太太	Madam
太太	wife
太夫人	dowager
太妃糖	toffee
太妹	tomboy
太婆	great-grandmother
太平间	mortuary
太平间	morgue
太极图	☯
太白	Venus
太白星	Venus
太白粉	cornstarch
太空人	astronaut
太空服	spacesuit
太空步	moonwalk
太空舞步	moonwalk
太空船	spaceship
太空行走	spacewalk
太虚	Taixu
太虚	heaven
太虚	universe
太虚	cosmos
太过	excessively
太过	too
太阳	sun
太阳光	sunlight
太阳灯	sunlamp
太阳眼镜	sunglasses
太阳神	Apollo
太阳穴	temple
太阳窝	temple
太阳花	sunflower
太阳镜	sunglasses
太阳黑子	sunspot
夫	husband
夫	man
夫人	lady
夫人	madam
夫人	Mrs.
夫婿	husband
夫子	Master
夫子	pedant
夫役	corvee
夫役	laborer
夬	decisive
夭	tender
夭	gentle
央	center
央	end
央视国际	www.cctv.com.cn
夯	popular
夯	hot
夯具	rammer
夯具	tamper
夯土机	rammer
夯土机	tamper
夯砣	rammer
夯砣	tamper
失修	disrepair
失传	lost
失传	extinct
失仪	discourteous
失口	indiscretion
失和	disharmony
失地	dispossessed
失坠	loss
失宜	inappropriate
失宜	improper
失写症	agraphia
失宠	disgraced
失意	disappointed
失意	frustrated
失忆症	amnesia
失手	miscalculation
失手	accidentally
失败	failure
失败	defeat
失败主义	defeatism
失败者	loser
失散	missing
失散	scattered
失明	blindness
失智症	dementia
失望	disappointed
失期	late
失格	disqualification
失格	disqualified
失业	unemployment
失准	subpar
失准	off
失火	fire
失物招领	lost-and-found
失当	inappropriate
失当	improper
失盗	robbed
失真	distortion
失神	absent-minded
失神	despondent
失禁	incontinence
失策	miscalculation
失策	unwise
失算	miscalculation
失纵	disappear
失声	involuntarily
失职	unemployment
失落	frustrated
失落	disappointment
失落	loss
失着	miscalculation
失言	indiscretion
失语	aphasia
失误	lapse
失误	mistake
失误	fault
失调	imbalance
失读症	alexia
失身分	demeaning
失道	unjust
失重	weightlessness
失错	mistake
失错	slip-up
失陪	goodbye
失风	trouble
失风	damage
失风	setback
失魂落魄	dazed
夷	barbarians
夷旷	expansive
夷旷	broad-minded
夷然	calm
夷狄	barbarians
夸克	quark
夼	hollow
夼	depression
夹	between
夹	clip
夹	folder
夹	double-layered
夹	lined
夹克	jacket
夹具	clamp
夹具	fixture
夹塞儿	queue-jumping
夹子	clip
夹子	clamp
夹子	tongs
夹子	folder
夹子	wallet
夹层	double-layered
夹层	mezzanine
夹心	stuffed
夹持	tongs
夹板	splint
夹板	clamp
夹板	vise
夹生	half-cooked
夹盘	chuck
夹竹桃	oleander
夹缝	crack
夹缝	crevice
夹肢窝	armpit
夹脚拖鞋	flip-flops
夹角	angle
夹钳	tongs
夹馅	stuffed
奄	suddenly
奄	abruptly
奄	hastily
奄列	omelet
奄奄一息	dying
奇	odd
奇	strange
奇	odd
奇	weird
奇	wonderful
奇	surprisingly
奇	unusually
奇事	marvel
奇偶	parity
奇偶性	parity
奇努克	Chinook
奇妙	fantastic
奇妙	wonderful
奇幻	fantasy
奇怪	strange
奇怪	odd
奇才	genius
奇景	marvel
奇特	peculiar
奇特	unusual
奇特	queer
奇瑞	Chery
奇异	fantastic
奇异	bizarre
奇异	odd
奇异	exotic
奇异	astonished
奇异笔	marker
奇绝	strange
奇绝	rare
奇绝	bizarre
奇缺	deficit
奇羡	surplus
奇羡	profit
奇闻	anecdote
奇葩	marvel
奇葩	prodigy
奇葩	weirdo
奇葩	outlandish
奇袭	raid
奇观	spectacle
奇诡	strange
奇诡	queer
奇诡	intriguing
奇谲	sly
奇谲	treacherous
奇迹	miracle
奇迹	miraculous
奇迹	wonder
奇迹	marvel
奇蹄目	Perissodactyla
奇蹄类	Perissodactyla
奇遇	adventure
奇丑	grotesque
奇丑	hideous
奈何	how?
奈及利亚	Nigeria
奈培	neper
奈米	nanometer
奈米	nano-
奉承	flattery
奉承者	flatterer
奉现	offering
奉辛比克党	Funcinpec
奎	crotch
奎宁	quinine
奏效	effective
奏鸣曲	sonata
奂	excellent
契合	agreement
契合	congenial
契据	deed
契机	opportunity
契机	juncture
契约	agreement
契约	contract
奔	towards
奔放	untrammeled
奔头	prospect
奔驰	Benz
奔腾	Pentium
奕	abundant
奕	graceful
套	cover
套	sheath
套	formula
套	harness
套	bend
套	tau
套件	kit
套作	intercropping
套儿	noose
套儿	scheme
套儿	ploy
套儿	condom
套利	arbitrage
套利者	arbitrager
套汇	arbitrage
套圈	ferrule
套套	methods
套套	condom
套娃	matryoshka
套子	sheath
套子	case
套子	cover
套子	cliché
套子	trick
套子	condom
套房	suite
套房	apartment
套房	flat
套曲	divertimento
套叠	overlapping
套叠	nesting
套筒	sleeve
套索	noose
套装	kit
套裤	leggings
套话	cliché
套路	routine
套路	pattern
套钟	chime
套间	vestibule
套间	suite
套间	apartment
套鞋	overshoes
套鞋	galoshes
奘	great
奘	fat
奘	stout
奚	what?
奚	where?
奚	why?
奜	big
奠基	groundbreaking
奠基人	founder
奠基人	pioneer
奠基者	founder
奠基者	pioneer
奡	haughty
奡	vigorous
奢	extravagant
奢侈	luxurious
奢侈	extravagant
奢泰	extravagant
奢泰	sumptuous
奢泰	wasteful
奢华	luxurious
奢华	sumptuous
奢华	lavish
奢靡	extravagant
奢丽	sumptuous
奥	Austria
奥	Austrian
奥	Olympic
奥	Olympics
奥	obscure
奥	mysterious
奥丁	Odin
奥什	Osh
奥克兰	Auckland
奥克兰	Oakland
奥利安	Orion
奥利维亚	Olivia
奥古斯都	Augustus
奥国	Austria
奥地利	Austria
奥塞梯	Ossetia
奥妙	marvelous
奥妙	mysterious
奥妙	profound
奥妙	marvel
奥妙	wonder
奥威尔	Orwell
奥密克戎	omicron
奥布里	Aubrey
奥康内尔	O'Connell
奥康纳	O'Connor
奥德修斯	Odysseus
奥托	Otto
奥援	support
奥援	backup
奥斯卡金像奖	Oscars
奥斯威辛	Auschwitz
奥斯曼	Ottoman
奥斯瓦尔德	Oswald
奥斯维辛	Auschwitz
奥林匹亚	Olympia
奥林匹克	Olympic
奥尔德尼岛	Alderney
奥尔良	Orléans
奥特莱斯	outlets
奥卢	Oulu
奥秘	secret
奥秘	mystery
奥米伽	omega
奥米可戎	omicron
奥兰多	Orlando
奥赖恩	Orion
奥赛罗	Othello
奥迪	Audi
奥陶纪	Ordovician
奥马哈	Omaha
奥马尔	Omar
奥黛莉	Audrey
奥黛丽	Audrey
奫	abyss
奭	red
奭	angry
奋勇	dauntless
奰	anger
女	female
女	woman
女	daughter
女主人	hostess
女主人	mistress
女主人公	heroine
女乘务员	stewardess
女人	woman
女人	wife
女人家	women
女人气	femininity
女人气	effeminate
女人气	cowardly
女人气	sissy
女修道	convent
女修道张	abbess
女修道院	convent
女佣	maid
女仆	drudge
女傧相	bridesmaid
女优	actress
女儿	daughter
女公爵	duchess
女友	girlfriend
女同胞	woman
女同胞	female
女士	lady
女士	madam
女士	Miss
女士	Ms
女娃	girl
女婿	son-in-law
女娲	Nüwa
女娲氏	Nüwa
女子	woman
女子	female
女孩	girl
女孩	lass
